;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Education_Level;Age;Total_Campaigns_Accepted;Average_Spend;Spent;Is_Parent;total_spending;avg_web_visits;online_purchase_ratio
1159;Graduation;Married;57304.0;0;1;61;356;80;329;138;17;106;2;7;6;10;5;0;0;0;0;0;0;0;High;72;0;513.0;1382;1;1026;0.4166666666666667;0.30434782608695654
1160;Graduation;Married;44375.0;0;1;73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;0;High;58;0;301.0;514;1;301;0.4166666666666667;0.36363636363636365
1161;Graduation;Together;54450.0;1;1;0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0;High;67;0;57.0;1138;1;684;0.6666666666666666;0.47368421052631576
1162;Graduation;Married;59594.0;0;1;74;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;0;0;High;58;1;499.0;956;1;499;0.5833333333333334;0.5
1163;Graduation;Together;80685.0;0;0;55;241;45;604;34;26;54;1;6;4;10;2;0;0;0;0;0;0;0;High;29;0;1004.0;1245;0;1004;0.16666666666666666;0.3
1164;PhD;Married;40344.0;0;1;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;0;High;49;0;109.0;428;1;218;0.5833333333333334;0.4
1165;Graduation;Married;62710.0;0;1;53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;0;High;51;0;151.5;1047;1;606;0.3333333333333333;0.2222222222222222
1166;2n Cycle;Married;48985.0;0;1;13;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;0;Low;55;0;75.0;94;1;75;0.25;0.2
1167;Graduation;Together;35322.0;1;2;34;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;0;High;55;0;35.333333333333336;134;1;106;0.6666666666666666;0.3333333333333333
1168;Graduation;Married;77142.0;0;0;54;476;75;162;29;151;97;1;4;4;8;2;0;0;0;0;0;0;0;High;75;0;990.0;1466;0;990;0.16666666666666666;0.25
1169;Graduation;Single;81657.0;0;0;69;364;40;425;158;60;50;1;3;4;8;1;0;0;0;0;0;0;0;High;54;0;1097.0;1461;0;1097;0.08333333333333333;0.2
1170;Basic;Married;14421.0;0;0;81;0;0;2;3;3;8;1;1;0;2;5;1;0;0;0;0;0;0;Middle;27;1;16.0;16;0;16;0.4166666666666667;0.3333333333333333
1171;2n Cycle;Married;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;Low;49;0;34.0;34;0;34;0.6666666666666666;0.25
1172;PhD;Married;74214.0;0;0;3;863;83;547;86;99;33;1;8;2;5;5;0;0;0;0;0;0;0;High;33;0;1711.0;2574;0;1711;0.4166666666666667;0.5333333333333333
1173;Master;Married;66726.0;1;1;61;349;7;35;0;0;47;3;8;2;4;7;0;1;0;0;0;0;0;High;66;1;146.0;787;1;438;0.5833333333333334;0.5714285714285714
1174;Basic;Together;23724.0;1;0;65;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;0;Middle;44;0;37.5;80;1;75;0.6666666666666666;0.4
1175;Master;Married;47353.0;0;1;93;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;0;High;63;0;75.0;409;1;225;0.4166666666666667;0.2
1176;Master;Married;33444.0;1;1;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0;High;71;0;18.0;26;1;18;0.6666666666666666;0.3333333333333333
1177;Graduation;Married;54386.0;0;1;8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0;High;42;0;235.0;747;1;470;0.25;0.2
1178;Graduation;Divorced;28510.0;1;1;72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;0;High;42;0;30.333333333333332;135;1;91;0.4166666666666667;0.3333333333333333
1179;Master;Single;90638.0;0;0;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;0;High;32;1;2525.0;3681;0;2525;0.08333333333333333;0.17647058823529413
1180;Graduation;Together;48070.0;0;1;33;373;14;83;6;9;19;3;8;2;6;7;0;0;0;0;0;1;0;High;73;0;168.0;877;1;504;0.5833333333333334;0.5
1181;Graduation;Married;43140.0;0;1;68;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;0;High;66;0;235.0;369;1;235;0.5;0.4
1182;PhD;Divorced;54959.0;0;1;55;1148;0;60;0;0;24;3;9;5;4;7;0;1;0;0;0;0;1;High;62;1;410.6666666666667;2380;1;1232;0.5833333333333334;0.5
1183;Basic;Single;15056.0;1;1;76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;0;Middle;65;0;17.6;94;1;88;0.4166666666666667;0.2857142857142857
1184;Graduation;Single;26954.0;1;0;17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;High;52;0;17.0;21;1;17;0.5833333333333334;0.3333333333333333
1185;Graduation;Single;22327.0;1;0;94;5;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;0;High;38;0;24.0;29;1;24;0.4166666666666667;0.25
1186;Graduation;Married;44393.0;1;1;86;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;0;High;58;0;30.0;84;1;60;0.3333333333333333;0.2
1187;PhD;Single;62000.0;0;1;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;0;High;71;1;1020.0;1919;1;1020;0.3333333333333333;0.24
1188;PhD;Together;31497.0;0;1;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;0;High;61;0;77.5;263;1;155;0.6666666666666666;0.375
1189;2n Cycle;Married;45894.0;0;2;15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0;Low;49;0;51.0;78;1;51;0.4166666666666667;0.25
1190;Master;Divorced;78579.0;0;0;35;816;66;549;216;66;99;1;5;6;4;3;0;0;0;0;0;0;1;High;53;0;1812.0;2628;0;1812;0.25;0.3333333333333333
1191;Master;Widow;67369.0;0;1;81;1298;0;70;37;14;42;4;7;4;10;4;0;1;1;0;0;0;1;High;54;2;365.25;2759;1;1461;0.3333333333333333;0.3333333333333333
1192;Graduation;Divorced;58401.0;0;1;55;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;0;High;63;0;96.0;106;1;96;0.3333333333333333;0.2
1193;Graduation;Single;62307.0;0;1;94;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;0;High;71;0;160.0;247;1;160;0.4166666666666667;0.5
1194;Master;Married;43641.0;1;1;50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;0;High;54;0;46.333333333333336;196;1;139;0.5;0.2857142857142857
1195;Master;Divorced;63841.0;0;1;64;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;0;High;55;0;908.0;1543;1;908;0.5;0.42857142857142855
1196;2n Cycle;Married;46891.0;0;1;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0;Low;58;0;183.0;226;1;183;0.3333333333333333;0.2857142857142857
1197;Master;Married;70091.0;1;0;11;964;34;137;15;0;11;2;5;2;10;8;0;1;0;0;0;0;0;High;54;1;580.5;2125;1;1161;0.6666666666666666;0.29411764705882354
1198;PhD;Married;78075.0;0;0;72;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;0;High;51;0;988.0;1560;0;988;0.08333333333333333;0.23076923076923078
1199;2n Cycle;Widow;59184.0;0;1;6;341;142;113;259;151;66;3;6;6;12;5;0;0;0;0;0;0;0;Low;62;0;357.3333333333333;1413;1;1072;0.4166666666666667;0.25
1200;Graduation;Married;54809.0;1;1;0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0;High;46;0;43.5;237;1;174;0.3333333333333333;0.25
1201;Graduation;Married;58113.0;0;1;66;221;104;169;102;78;84;3;9;2;8;7;0;0;0;0;0;1;0;High;64;0;252.66666666666666;979;1;758;0.5833333333333334;0.47368421052631576
1202;Master;Married;51412.0;0;1;42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;0;High;65;0;97.5;335;1;195;0.3333333333333333;0.3333333333333333
1203;Graduation;Divorced;15287.0;1;0;60;1;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;1;High;44;1;15.5;32;1;31;0.5833333333333334;0.25
1204;Master;Together;66636.0;0;0;64;291;10;689;84;10;0;1;3;4;9;1;0;0;0;0;0;0;0;High;66;0;1084.0;1375;0;1084;0.08333333333333333;0.1875
1205;Master;Married;50965.0;0;1;87;544;13;85;8;6;29;3;10;4;5;8;1;0;0;0;0;0;0;High;67;1;228.33333333333334;1229;1;685;0.6666666666666666;0.5263157894736842
1206;PhD;Married;84618.0;0;0;96;684;100;801;21;66;0;1;6;9;10;2;0;0;1;0;0;0;0;High;58;1;1672.0;2356;0;1672;0.16666666666666666;0.24
1207;Graduation;Married;18351.0;0;0;1;1;12;9;0;14;7;1;2;0;3;7;0;0;0;0;0;0;0;High;33;0;43.0;44;0;43;0.5833333333333334;0.4
1208;PhD;Together;40451.0;0;2;54;35;0;4;0;0;10;1;1;1;2;5;1;0;0;0;0;0;0;High;66;1;49.0;84;1;49;0.4166666666666667;0.25
1209;Graduation;Together;36317.0;0;1;53;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;0;High;58;0;66.5;220;1;133;0.5833333333333334;0.42857142857142855
1210;Graduation;Together;42213.0;0;1;96;309;3;24;4;3;20;2;5;1;7;7;0;1;0;0;0;0;0;High;66;1;181.5;672;1;363;0.5833333333333334;0.38461538461538464
1211;Graduation;Together;65748.0;0;1;58;172;73;93;95;78;34;2;2;4;10;1;0;0;0;0;0;1;0;High;68;0;272.5;717;1;545;0.08333333333333333;0.125
1212;Graduation;Together;77044.0;0;1;12;625;38;242;50;34;76;2;7;11;11;4;1;0;0;0;0;0;0;High;51;1;532.5;1690;1;1065;0.3333333333333333;0.2413793103448276
1213;Graduation;Together;74918.0;0;0;78;972;59;913;25;19;59;1;5;9;6;3;0;0;1;0;0;0;0;High;54;1;2047.0;3019;0;2047;0.25;0.25
1214;Graduation;Married;56721.0;1;1;64;157;6;39;6;13;75;5;4;1;5;6;0;0;0;0;0;0;0;High;51;0;59.2;453;1;296;0.5;0.4
1215;Graduation;Single;42160.0;1;1;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;0;1;High;48;0;35.0;188;1;140;0.5;0.2857142857142857
1216;Graduation;Single;61559.0;0;1;8;279;83;88;32;14;34;1;4;2;10;3;0;0;0;0;0;0;0;High;58;0;530.0;809;1;530;0.25;0.25
1217;PhD;Together;33629.0;1;1;49;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;0;High;60;0;30.4;284;1;152;0.75;0.375
1218;PhD;Together;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0;High;32;0;1598.0;2517;0;1598;0.16666666666666666;0.17391304347826086
1219;Graduation;Single;34377.0;0;1;55;62;0;22;3;1;26;2;2;2;2;7;0;0;0;0;0;0;0;High;60;0;57.0;176;1;114;0.5833333333333334;0.3333333333333333
1220;Basic;Single;8940.0;1;0;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;0;Middle;37;0;33.666666666666664;102;1;101;0.6666666666666666;0.42857142857142855
1221;Graduation;Married;26228.0;1;0;50;2;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;0;High;50;0;25.0;27;1;25;0.6666666666666666;0.3333333333333333
1222;2n Cycle;Divorced;77297.0;0;0;84;408;61;109;48;122;41;1;5;7;9;4;0;0;0;1;0;0;0;Low;66;1;789.0;1197;0;789;0.3333333333333333;0.23809523809523808
1223;Graduation;Married;40211.0;1;1;30;51;1;7;2;1;25;2;2;1;2;8;1;0;0;0;0;0;0;High;42;1;43.5;138;1;87;0.6666666666666666;0.4
1224;PhD;Widow;33438.0;1;1;81;62;1;16;3;2;6;4;2;1;4;5;0;0;0;0;0;0;0;High;65;0;22.5;152;1;90;0.4166666666666667;0.2857142857142857
1225;PhD;Married;75032.0;0;1;74;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;0;0;High;64;0;607.5;2167;1;1215;0.25;0.2777777777777778
1226;PhD;Single;61284.0;0;0;76;618;15;106;20;7;45;1;11;2;8;6;0;1;0;0;0;0;0;High;68;1;811.0;1429;0;811;0.5;0.5238095238095238
1227;Graduation;Married;22518.0;1;0;36;11;7;12;2;2;27;2;2;1;2;5;1;0;0;0;0;0;1;High;37;1;30.5;72;1;61;0.4166666666666667;0.4
1228;Master;Married;54730.0;0;1;64;318;3;17;4;7;56;5;4;1;8;4;0;0;0;0;0;0;0;High;48;0;81.0;723;1;405;0.3333333333333333;0.3076923076923077
1229;Master;Married;38452.0;1;1;62;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;0;High;68;0;24.0;128;1;72;0.5833333333333334;0.5
1230;Graduation;Divorced;44421.0;1;1;53;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;0;High;52;0;37.8;299;1;189;0.6666666666666666;0.5555555555555556
1231;PhD;Together;38197.0;1;0;86;23;0;11;2;1;3;1;1;0;3;5;0;0;0;0;0;0;0;High;37;0;40.0;63;1;40;0.4166666666666667;0.25
1232;Graduation;Divorced;41986.0;0;1;15;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;0;High;45;0;21.0;90;1;63;0.3333333333333333;0.42857142857142855
1233;Graduation;Together;28427.0;1;0;67;18;3;19;3;3;6;2;2;0;3;8;0;0;0;0;0;0;0;High;40;0;26.0;70;1;52;0.6666666666666666;0.4
1234;PhD;Together;37395.0;1;0;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;0;High;47;0;39.0;57;1;39;0.5;0.25
1235;Graduation;Married;64722.0;1;0;47;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;0;0;High;52;0;201.25;1108;1;805;0.5;0.38095238095238093
1236;Master;Together;55249.0;0;1;81;97;1;19;2;0;11;1;2;1;4;3;0;0;0;0;0;0;0;High;67;0;130.0;227;1;130;0.25;0.2857142857142857
1237;Graduation;Together;84906.0;0;0;98;997;15;414;99;30;76;1;5;6;12;2;0;1;1;0;1;0;0;High;51;3;1631.0;2628;0;1631;0.16666666666666666;0.21739130434782608
1238;Graduation;Married;28691.0;1;0;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0;High;34;0;34.0;39;1;34;0.6666666666666666;0.25
1239;Graduation;Single;44213.0;1;1;48;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;0;0;High;71;0;38.0;247;1;152;0.5;0.25
1240;Basic;Single;25707.0;1;0;18;1;6;2;3;6;3;1;1;0;3;7;0;0;0;0;0;0;0;Middle;39;0;21.0;22;1;21;0.5833333333333334;0.25
1241;PhD;Married;59062.0;2;1;74;46;1;12;3;0;9;2;2;0;3;4;0;0;0;0;0;0;0;High;56;0;35.5;117;1;71;0.3333333333333333;0.4
1242;Graduation;Single;76624.0;0;1;68;411;106;147;54;115;66;1;5;10;7;1;1;0;0;0;0;0;0;High;61;1;899.0;1310;1;899;0.08333333333333333;0.22727272727272727
1243;Master;Together;66000.0;0;0;36;244;51;270;101;0;45;1;1;3;5;1;0;0;0;0;0;0;0;High;76;0;711.0;955;0;711;0.08333333333333333;0.1111111111111111
1244;PhD;Together;27683.0;1;0;90;152;9;121;12;12;45;4;6;2;4;8;0;0;0;0;0;0;0;High;45;0;87.75;503;1;351;0.6666666666666666;0.5
1245;Graduation;Divorced;1730.0;0;0;65;1;1;3;1;1;1;15;0;0;0;20;0;0;0;0;0;0;0;High;52;0;0.5333333333333333;9;0;8;1.6666666666666667;
1246;Basic;Single;7500.0;1;0;63;10;17;18;8;26;40;4;3;2;2;9;0;0;0;0;0;0;0;Middle;31;0;29.75;129;1;119;0.75;0.42857142857142855
1247;Graduation;Together;40521.0;1;1;82;12;0;5;0;0;4;1;0;1;2;5;0;0;0;0;0;0;0;High;55;0;21.0;33;1;21;0.4166666666666667;0.0
1248;PhD;Together;20427.0;1;0;63;5;0;4;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;High;50;0;10.0;15;1;10;0.6666666666666666;0.3333333333333333
1249;Graduation;Married;65106.0;0;1;55;790;19;133;12;0;19;3;8;3;13;6;0;1;0;0;0;0;0;High;48;1;324.3333333333333;1763;1;973;0.5;0.3333333333333333
1250;PhD;Married;69969.0;0;0;64;882;29;514;38;29;44;1;4;2;6;3;0;0;1;1;0;0;1;High;58;2;1536.0;2418;0;1536;0.25;0.3333333333333333
1251;Graduation;Married;67433.0;0;2;51;615;28;259;12;48;30;4;6;5;13;4;0;1;0;0;0;0;0;High;71;1;248.0;1607;1;992;0.3333333333333333;0.25
1252;PhD;Married;77766.0;0;1;97;1004;59;265;115;59;27;2;11;10;11;6;1;0;0;0;0;0;1;High;56;1;764.5;2533;1;1529;0.5;0.34375
1253;Graduation;Married;74716.0;0;1;92;133;27;421;13;195;71;2;7;3;5;4;0;0;0;0;0;0;0;High;51;0;430.0;993;1;860;0.3333333333333333;0.4666666666666667
1254;Graduation;Divorced;68118.0;0;1;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;0;High;60;0;464.0;1523;1;928;0.5;0.38095238095238093
1255;PhD;Married;55158.0;1;1;72;293;0;87;4;11;23;4;7;2;5;7;0;0;0;0;0;0;1;High;53;0;104.5;711;1;418;0.5833333333333334;0.5
1256;2n Cycle;Married;62972.0;0;1;39;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;1;Low;68;0;293.5;900;1;587;0.5;0.5
1257;Graduation;Married;74190.0;0;1;49;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;0;0;High;48;0;320.5;792;1;641;0.16666666666666666;0.23529411764705882
1258;Graduation;Married;39356.0;1;1;21;15;0;2;0;0;6;1;1;0;2;6;1;0;0;0;0;0;0;High;47;1;23.0;38;1;23;0.5;0.3333333333333333
1259;Graduation;Together;76653.0;0;0;91;736;63;946;219;189;126;1;4;7;11;2;0;0;1;1;0;0;0;High;54;2;2279.0;3015;0;2279;0.16666666666666666;0.18181818181818182
1260;PhD;Divorced;35860.0;1;1;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;0;High;50;1;24.5;64;1;49;0.4166666666666667;0.25
1261;PhD;Divorced;90687.0;0;0;98;982;17;672;23;34;51;1;6;2;8;2;0;0;1;0;0;0;1;High;40;1;1779.0;2761;0;1779;0.16666666666666666;0.375
1262;Master;Together;73450.0;0;0;85;1142;51;415;90;69;37;1;7;8;11;3;1;0;0;1;0;0;0;High;41;2;1804.0;2946;0;1804;0.25;0.2692307692307692
1263;Graduation;Married;31454.0;1;1;40;28;0;11;0;0;9;3;2;0;3;8;0;0;0;0;0;0;0;High;63;0;16.0;76;1;48;0.6666666666666666;0.4
1264;Graduation;Single;47139.0;1;1;2;46;0;12;0;2;23;2;2;1;2;7;0;0;0;0;0;0;1;High;71;0;41.5;129;1;83;0.5833333333333334;0.4
1265;Graduation;Divorced;83829.0;0;0;78;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;0;1;High;48;3;inf;2759;0;1862;0.08333333333333333;0.23529411764705882
1266;PhD;Married;53378.0;1;1;41;489;6;152;8;6;132;10;9;4;6;8;0;0;0;0;0;0;1;High;60;0;79.3;1282;1;793;0.6666666666666666;0.47368421052631576
1267;Graduation;Together;19656.0;1;0;94;25;4;9;6;8;32;3;2;1;3;7;0;0;0;0;0;0;0;High;53;0;28.0;109;1;84;0.5833333333333334;0.3333333333333333
1268;PhD;Married;45579.0;0;1;10;145;1;33;2;1;1;1;4;1;4;6;0;0;0;0;0;0;0;High;75;0;183.0;328;1;183;0.5;0.4444444444444444
1269;2n Cycle;Single;85485.0;0;0;73;630;26;611;44;18;54;1;6;6;6;2;0;0;0;0;0;0;0;Low;65;0;1383.0;2013;0;1383;0.16666666666666666;0.3333333333333333
1270;Graduation;Married;55956.0;0;0;22;760;38;104;50;9;38;2;7;3;4;4;0;1;0;0;0;0;0;High;79;1;499.5;1759;0;999;0.3333333333333333;0.5
1271;Master;Single;64191.0;0;1;30;420;15;186;151;38;15;3;5;3;13;3;0;0;0;0;0;0;0;High;60;0;275.0;1245;1;825;0.25;0.23809523809523808
1272;Graduation;Single;38808.0;1;0;21;125;17;52;3;19;30;4;5;1;4;8;1;0;0;0;0;0;1;High;51;1;61.5;371;1;246;0.6666666666666666;0.5
1273;Master;Married;57183.0;1;1;51;464;5;64;7;0;70;8;9;1;7;8;0;0;0;0;0;0;0;High;57;0;76.25;1074;1;610;0.6666666666666666;0.5294117647058824
1274;Master;Divorced;23748.0;1;0;97;6;6;29;12;15;8;3;2;1;3;8;0;0;0;0;0;0;0;High;55;0;25.333333333333332;82;1;76;0.6666666666666666;0.3333333333333333
1275;Graduation;Married;66303.0;0;1;56;1090;12;96;16;12;60;4;3;4;11;8;0;1;0;0;0;0;0;High;52;1;321.5;2376;1;1286;0.6666666666666666;0.16666666666666666
1276;Master;Married;37368.0;1;0;4;3;2;11;2;2;10;1;1;0;2;6;1;0;0;0;0;0;0;High;48;1;30.0;33;1;30;0.5;0.3333333333333333
1277;Graduation;Married;40800.0;1;2;77;24;0;27;8;30;10;2;3;0;3;7;0;0;0;0;0;1;0;High;59;0;49.5;123;1;99;0.5833333333333334;0.5
1278;Graduation;Divorced;71847.0;0;0;95;737;21;106;55;63;210;0;6;7;9;3;0;0;0;1;0;0;0;High;45;1;inf;1929;0;1192;0.25;0.2727272727272727
1279;Graduation;Married;46149.0;0;1;36;254;6;71;4;0;27;5;5;1;7;5;0;0;0;0;0;0;0;High;48;0;72.4;616;1;362;0.4166666666666667;0.38461538461538464
1280;Graduation;Together;78687.0;0;0;13;817;185;687;145;55;241;1;4;6;8;2;0;0;1;0;0;0;1;High;40;1;2130.0;2947;0;2130;0.16666666666666666;0.2222222222222222
1281;2n Cycle;Divorced;49118.0;0;0;90;620;54;239;99;98;119;2;9;7;10;7;0;1;0;0;1;0;1;Low;52;2;614.5;1849;0;1229;0.5833333333333334;0.34615384615384615
1282;PhD;Married;37633.0;1;1;49;13;4;20;0;0;1;2;1;0;3;9;0;0;0;0;0;0;0;High;66;0;19.0;51;1;38;0.75;0.25
1283;Master;Together;39767.0;0;0;18;113;61;204;34;26;47;2;7;1;7;8;0;0;0;0;0;0;0;High;72;0;242.5;598;0;485;0.6666666666666666;0.4666666666666667
1284;Basic;Married;26997.0;0;0;89;7;23;78;133;49;144;2;4;2;5;7;0;0;0;0;0;0;0;Middle;72;0;217.0;441;0;434;0.5833333333333334;0.36363636363636365
1285;Graduation;Divorced;33986.0;1;0;43;16;2;18;2;1;5;1;1;0;3;7;0;0;0;0;0;0;0;High;53;0;44.0;60;1;44;0.5833333333333334;0.25
1286;PhD;Married;57091.0;0;1;82;462;0;24;6;0;4;2;9;2;5;7;0;1;0;0;0;0;1;High;51;1;248.0;958;1;496;0.5833333333333334;0.5625
1287;2n Cycle;Married;46831.0;1;1;84;22;2;10;6;4;34;2;1;2;2;4;0;0;0;0;0;0;0;Low;54;0;39.0;100;1;78;0.3333333333333333;0.2
1288;Master;Married;83151.0;0;0;80;968;147;842;137;42;210;1;5;7;10;2;1;0;1;1;0;0;1;High;51;3;2346.0;3314;0;2346;0.16666666666666666;0.22727272727272727
1289;Graduation;Married;52531.0;0;0;68;283;112;151;51;72;125;2;7;2;10;6;0;0;0;0;0;0;0;High;52;0;397.0;1077;0;794;0.5;0.3684210526315789
1290;Graduation;Married;15759.0;0;0;12;1;2;5;6;0;3;1;1;0;2;7;0;0;0;0;0;0;0;High;67;0;17.0;18;0;17;0.5833333333333334;0.3333333333333333
1291;Graduation;Single;22804.0;1;0;75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;0;0;High;52;0;26.0;40;1;26;0.75;0.5
1292;2n Cycle;Married;43050.0;1;0;10;30;5;24;6;3;8;2;2;0;4;5;0;0;0;0;0;0;0;Low;50;0;38.0;106;1;76;0.4166666666666667;0.3333333333333333
1293;PhD;Single;42997.0;1;1;91;4;0;5;0;1;5;1;1;0;2;7;0;0;0;0;0;0;0;High;46;0;15.0;19;1;15;0.5833333333333334;0.3333333333333333
1294;PhD;Single;48918.0;1;1;21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;0;High;60;0;31.0;114;1;62;0.3333333333333333;0.2
1295;Master;Together;60033.0;0;1;28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;0;0;High;69;0;99.0;260;1;198;0.16666666666666666;0.25
1296;PhD;Together;34043.0;1;0;97;20;2;14;3;0;10;1;2;0;2;9;0;0;0;0;0;0;0;High;45;0;49.0;69;1;49;0.75;0.5
1297;Graduation;Together;57811.0;0;1;49;545;7;114;37;21;78;5;7;2;11;5;0;1;0;0;0;0;0;High;57;1;160.4;1347;1;802;0.4166666666666667;0.35
1298;Graduation;Married;78569.0;0;0;14;558;79;622;207;175;95;1;4;6;4;1;0;0;1;0;0;0;1;High;77;1;1736.0;2294;0;1736;0.08333333333333333;0.2857142857142857
1299;Graduation;Single;7500.0;1;1;5;6;5;4;13;4;25;4;2;1;3;6;0;0;0;0;0;0;0;High;45;0;14.25;63;1;57;0.5;0.3333333333333333
1301;Graduation;Together;94384.0;0;0;62;1111;24;790;160;45;172;0;5;8;5;2;0;1;1;1;0;0;1;High;70;3;inf;3413;0;2302;0.16666666666666666;0.2777777777777778
1302;2n Cycle;Married;23148.0;0;0;83;4;6;8;6;3;10;1;2;0;3;7;0;0;0;0;0;0;0;Low;38;0;37.0;41;0;37;0.5833333333333334;0.4
1303;Graduation;Divorced;44267.0;1;1;48;183;5;65;3;5;49;5;5;2;4;9;0;0;0;0;0;0;0;High;53;0;62.0;493;1;310;0.75;0.45454545454545453
1304;Graduation;Married;71626.0;0;0;94;546;72;376;94;145;72;1;5;5;8;3;0;1;0;0;0;0;0;High;44;1;1305.0;1851;0;1305;0.25;0.2777777777777778
1305;Graduation;Together;60894.0;0;1;61;606;7;155;10;0;54;5;10;3;8;7;0;0;0;0;0;0;0;High;57;0;166.4;1438;1;832;0.5833333333333334;0.47619047619047616
1306;Graduation;Together;50200.0;1;1;70;266;6;51;8;6;64;6;7;1;5;8;0;0;0;0;0;0;0;High;47;0;66.83333333333333;667;1;401;0.6666666666666666;0.5384615384615384
1307;PhD;Married;81051.0;0;0;43;1142;29;249;38;29;14;1;5;5;12;2;0;1;1;0;0;0;0;High;58;2;1501.0;2643;0;1501;0.16666666666666666;0.22727272727272727
1308;Graduation;Married;65169.0;0;0;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;0;1;High;41;4;1189.0;2263;0;1189;0.5;0.37037037037037035
1309;Graduation;Together;59868.0;0;1;37;771;51;154;54;10;154;7;11;2;12;6;0;0;0;0;0;0;0;High;51;0;170.57142857142858;1965;1;1194;0.5;0.44
1310;PhD;Married;65695.0;0;1;50;371;32;189;0;58;6;2;5;4;10;4;0;0;0;0;0;0;0;High;63;0;328.0;1027;1;656;0.3333333333333333;0.2631578947368421
1311;Master;Single;64857.0;0;0;78;556;14;717;210;0;43;1;7;5;10;4;0;0;0;0;0;0;0;High;67;0;1540.0;2096;0;1540;0.3333333333333333;0.3181818181818182
1312;Master;Together;45143.0;0;1;74;202;5;74;11;5;14;3;6;1;5;7;0;0;0;0;0;0;0;High;58;0;103.66666666666667;513;1;311;0.5833333333333334;0.5
